episode_id,entry_anchor_id,ticker,contract_type,strike,expiration,dte_target,moneyness_target,partition,entry_event_family,entry_signal_bar_open_utc,entry_decision_available_utc,entry_execution_bar_open_utc,entry_price,execution_status,research_scope,episode_end_utc,symbol
OPT-LONG-03f5efb9d9d8d0d2,LULU-PR-0019,O:LULU250829C00195000,CALL,195.0,2025-08-29,14,0.0,DISCOVERY,ENTRY_FORMING,2025-08-14T18:45:00+00:00,2025-08-14T19:00:00+00:00,2025-08-14T19:00:00+00:00,7.12,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-08-29T23:59:59.999999+00:00,LULU
OPT-LONG-1351268f6dde3630,LULU-PR-0019,O:LULU250912C00195000,CALL,195.0,2025-09-12,30,0.0,DISCOVERY,ENTRY_FORMING,2025-08-14T18:45:00+00:00,2025-08-14T19:00:00+00:00,2025-08-14T19:00:00+00:00,14.48,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-09-04T19:00:00+00:00,LULU
OPT-LONG-107c339b3babaed1,LULU-PR-0020,O:LULU250829C00197500,CALL,197.5,2025-08-29,14,0.0,DISCOVERY,CONTINUATION,2025-08-15T18:00:00+00:00,2025-08-15T18:15:00+00:00,2025-08-15T18:15:00+00:00,7.55,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-08-29T23:59:59.999999+00:00,LULU
OPT-LONG-5d3cc279e08fb414,LULU-PR-0020,O:LULU250912C00200000,CALL,200.0,2025-09-12,30,0.0,DISCOVERY,CONTINUATION,2025-08-15T18:00:00+00:00,2025-08-15T18:15:00+00:00,2025-08-15T18:15:00+00:00,14.4,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-09-05T18:15:00+00:00,LULU
OPT-LONG-08750c776c9d8c39,LULU-PR-0021,O:LULU251010C00175000,CALL,175.0,2025-10-10,14,0.0,DISCOVERY,CONTINUATION,2025-09-23T14:30:00+00:00,2025-09-23T14:45:00+00:00,2025-09-23T14:45:00+00:00,6.52,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-10-10T23:59:59.999999+00:00,LULU
OPT-LONG-0e83e9c533218fd6,LULU-PR-0021,O:LULU251024C00175000,CALL,175.0,2025-10-24,30,0.0,DISCOVERY,CONTINUATION,2025-09-23T14:30:00+00:00,2025-09-23T14:45:00+00:00,2025-09-23T14:45:00+00:00,9.02,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-10-14T14:45:00+00:00,LULU
OPT-LONG-3b9dbd91d4198c99,LULU-PR-0022,O:LULU251010C00175000,CALL,175.0,2025-10-10,14,0.0,DISCOVERY,ENTRY_FORMING,2025-09-26T19:30:00+00:00,2025-09-26T19:45:00+00:00,2025-09-26T19:45:00+00:00,6.3,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-10-10T23:59:59.999999+00:00,LULU
OPT-LONG-857c0c7c74fb66ef,LULU-PR-0022,O:LULU251010P00175000,PUT,175.0,2025-10-10,14,0.0,DISCOVERY,ENTRY_FORMING,2025-09-26T19:30:00+00:00,2025-09-26T19:45:00+00:00,2025-09-26T19:45:00+00:00,4.6,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-10-10T23:59:59.999999+00:00,LULU
OPT-LONG-e77fee089c7d93c4,LULU-PR-0022,O:LULU251024C00175000,CALL,175.0,2025-10-24,30,0.0,DISCOVERY,ENTRY_FORMING,2025-09-26T19:30:00+00:00,2025-09-26T19:45:00+00:00,2025-09-26T19:45:00+00:00,8.75,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-10-17T19:45:00+00:00,LULU
OPT-LONG-dfe1e763b9cc321b,LULU-PR-0023,O:LULU251107C00182500,CALL,182.5,2025-11-07,14,0.0,DISCOVERY,CONTINUATION,2025-10-24T14:00:00+00:00,2025-10-24T14:15:00+00:00,2025-10-24T14:15:00+00:00,4.7,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-11-07T23:59:59.999999+00:00,LULU
OPT-LONG-5bffd62af8eefb4b,LULU-PR-0023,O:LULU251121C00182500,CALL,182.5,2025-11-21,30,0.0,DISCOVERY,CONTINUATION,2025-10-24T14:00:00+00:00,2025-10-24T14:15:00+00:00,2025-10-24T14:15:00+00:00,7.46,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-11-14T14:15:00+00:00,LULU
OPT-LONG-66f5f3ac7958541f,LULU-PR-0025,O:LULU251219C00170000,CALL,170.0,2025-12-19,30,0.0,DISCOVERY,CONTINUATION,2025-11-21T18:30:00+00:00,2025-11-21T18:45:00+00:00,2025-11-21T18:45:00+00:00,13.38,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-12-12T18:45:00+00:00,LULU
OPT-LONG-bdd77088b2cde155,LULU-PR-0026,O:LULU251219P00182500,PUT,182.5,2025-12-19,14,0.0,DISCOVERY,ENTRY_FORMING,2025-12-03T20:30:00+00:00,2025-12-03T20:45:00+00:00,2025-12-03T20:45:00+00:00,11.95,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-12-19T23:59:59.999999+00:00,LULU
OPT-LONG-cad4617fe383e542,LULU-PR-0027,O:LULU251226C00207500,CALL,207.5,2025-12-26,14,0.0,DISCOVERY,CONTINUATION,2025-12-15T19:45:00+00:00,2025-12-15T20:00:00+00:00,2025-12-15T20:00:00+00:00,5.81,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-12-26T23:59:59.999999+00:00,LULU
OPT-LONG-9855b0725b27f04d,LULU-PR-0027,O:LULU260116C00210000,CALL,210.0,2026-01-16,30,0.0,DISCOVERY,CONTINUATION,2025-12-15T19:45:00+00:00,2025-12-15T20:00:00+00:00,2025-12-15T20:00:00+00:00,9.8,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2026-01-05T20:00:00+00:00,LULU
OPT-LONG-cbe4ef72aa7205da,LULU-PR-0027,O:LULU260116P00210000,PUT,210.0,2026-01-16,30,0.0,DISCOVERY,CONTINUATION,2025-12-15T19:45:00+00:00,2025-12-15T20:00:00+00:00,2025-12-15T20:00:00+00:00,10.9,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2026-01-05T20:00:00+00:00,LULU
OPT-LONG-860877b0a076a8b2,LULU-PR-0029,O:LULU260206C00195000,CALL,195.0,2026-02-06,14,0.0,DISCOVERY,ENTRY_FORMING,2026-01-22T14:30:00+00:00,2026-01-22T14:45:00+00:00,2026-01-22T14:45:00+00:00,5.74,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2026-02-06T23:59:59.999999+00:00,LULU
OPT-LONG-0db069f239368425,LULU-PR-0030,O:LULU260206C00195000,CALL,195.0,2026-02-06,14,0.0,DISCOVERY,CONTINUATION,2026-01-26T15:00:00+00:00,2026-01-26T15:15:00+00:00,2026-01-26T15:15:00+00:00,5.5,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2026-02-06T23:59:59.999999+00:00,LULU
OPT-LONG-7ad925a2c9a8d265,LULU-PR-0032,O:LULU260220P00175000,PUT,175.0,2026-02-20,14,0.0,HOLDOUT,CONTINUATION,2026-02-04T15:00:00+00:00,2026-02-04T15:15:00+00:00,2026-02-04T15:15:00+00:00,5.75,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2026-02-20T23:59:59.999999+00:00,LULU
OPT-LONG-7889388dce9169e7,LULU-PR-0033,O:LULU260320C00190000,CALL,190.0,2026-03-20,30,0.0,HOLDOUT,CONTINUATION,2026-02-20T20:00:00+00:00,2026-02-20T20:15:00+00:00,2026-02-20T20:15:00+00:00,10.92,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2026-03-13T20:15:00+00:00,LULU
OPT-LONG-f4f27d27c7ee08ff,LULU-PR-0034,O:LULU260320P00170000,PUT,170.0,2026-03-20,14,0.0,HOLDOUT,ENTRY_FORMING,2026-03-09T19:15:00+00:00,2026-03-09T19:30:00+00:00,2026-03-09T19:30:00+00:00,10.36,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2026-03-20T23:59:59.999999+00:00,LULU
OPT-LONG-ec35017a37627014,LULU-PR-0035,O:LULU260417P00170000,PUT,170.0,2026-04-17,30,0.0,HOLDOUT,CONTINUATION,2026-03-18T18:30:00+00:00,2026-03-18T18:45:00+00:00,2026-03-18T18:45:00+00:00,9.5,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2026-04-08T18:45:00+00:00,LULU
OPT-LONG-07fa551a03996d7e,LULU-PR-0037,O:LULU260515C00165000,CALL,165.0,2026-05-15,30,0.0,HOLDOUT,CONTINUATION,2026-04-15T19:15:00+00:00,2026-04-15T19:30:00+00:00,2026-04-15T19:30:00+00:00,7.45,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2026-05-06T19:30:00+00:00,LULU
OPT-LONG-5b7efd189fc61575,LULU-PR-0039,O:LULU260605C00125000,CALL,125.0,2026-06-05,14,0.0,HOLDOUT,CONTINUATION,2026-05-21T14:00:00+00:00,2026-05-21T14:15:00+00:00,2026-05-21T14:15:00+00:00,7.68,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2026-06-05T23:59:59.999999+00:00,LULU
OPT-LONG-03381d6642b04947,LULU-PR-0039,O:LULU260605P00125000,PUT,125.0,2026-06-05,14,0.0,HOLDOUT,CONTINUATION,2026-05-21T14:00:00+00:00,2026-05-21T14:15:00+00:00,2026-05-21T14:15:00+00:00,7.85,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2026-06-05T23:59:59.999999+00:00,LULU
OPT-LONG-12c13943902a954d,LULU-PR-0039,O:LULU260618C00125000,CALL,125.0,2026-06-18,30,0.0,HOLDOUT,CONTINUATION,2026-05-21T14:00:00+00:00,2026-05-21T14:15:00+00:00,2026-05-21T14:15:00+00:00,8.9,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2026-06-11T14:15:00+00:00,LULU
OPT-LONG-ba98630f4aebeb8a,LULU-PR-0042,O:LULU260724C00115000,CALL,115.0,2026-07-24,30,0.0,HOLDOUT,CONTINUATION,2026-06-25T19:30:00+00:00,2026-06-25T19:45:00+00:00,2026-06-25T19:45:00+00:00,4.5,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2026-07-16T19:45:00+00:00,LULU
OPT-LONG-1080f1c1a1141c1d,LULU-PR-0045,O:LULU260821C00128000,CALL,128.0,2026-08-21,14,0.0,HOLDOUT,ENTRY_FORMING,2026-08-10T19:30:00+00:00,2026-08-10T19:45:00+00:00,2026-08-10T19:45:00+00:00,3.91,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2026-08-21T23:59:59.999999+00:00,LULU
OPT-LONG-090daea8db0f655b,PYPL-PR-0001,O:PYPL240906C00072000,CALL,72.0,2024-09-06,14,0.0,DISCOVERY,CONTINUATION,2024-08-23T14:15:00+00:00,2024-08-23T14:30:00+00:00,2024-08-23T14:30:00+00:00,1.34,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2024-09-06T23:59:59.999999+00:00,PYPL
OPT-LONG-de54471b71772118,PYPL-PR-0001,O:PYPL240906P00072000,PUT,72.0,2024-09-06,14,0.0,DISCOVERY,CONTINUATION,2024-08-23T14:15:00+00:00,2024-08-23T14:30:00+00:00,2024-08-23T14:30:00+00:00,1.68,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2024-09-06T23:59:59.999999+00:00,PYPL
OPT-LONG-02c5a8fc9840f62a,PYPL-PR-0001,O:PYPL240920C00072000,CALL,72.0,2024-09-20,30,0.0,DISCOVERY,CONTINUATION,2024-08-23T14:15:00+00:00,2024-08-23T14:30:00+00:00,2024-08-23T14:30:00+00:00,2.03,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2024-09-13T14:30:00+00:00,PYPL
OPT-LONG-771437673c25734f,PYPL-PR-0001,O:PYPL240920P00072000,PUT,72.0,2024-09-20,30,0.0,DISCOVERY,CONTINUATION,2024-08-23T14:15:00+00:00,2024-08-23T14:30:00+00:00,2024-08-23T14:30:00+00:00,2.29,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2024-09-13T14:30:00+00:00,PYPL
OPT-LONG-ae61b5f866e3cc5c,PYPL-PR-0002,O:PYPL240913C00073000,CALL,73.0,2024-09-13,14,0.0,DISCOVERY,ENTRY_FORMING,2024-08-29T19:15:00+00:00,2024-08-29T19:30:00+00:00,2024-08-29T19:30:00+00:00,2.0,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2024-09-13T23:59:59.999999+00:00,PYPL
OPT-LONG-884d0829dc771101,PYPL-PR-0002,O:PYPL240913P00073000,PUT,73.0,2024-09-13,14,0.0,DISCOVERY,ENTRY_FORMING,2024-08-29T19:15:00+00:00,2024-08-29T19:30:00+00:00,2024-08-29T19:30:00+00:00,1.46,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2024-09-13T23:59:59.999999+00:00,PYPL
OPT-LONG-e486a7ab54e8fb9d,PYPL-PR-0002,O:PYPL240927C00073000,CALL,73.0,2024-09-27,30,0.0,DISCOVERY,ENTRY_FORMING,2024-08-29T19:15:00+00:00,2024-08-29T19:30:00+00:00,2024-08-29T19:30:00+00:00,2.71,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2024-09-19T19:30:00+00:00,PYPL
OPT-LONG-18b36d8036cd09f3,PYPL-PR-0003,O:PYPL241018C00072500,CALL,72.5,2024-10-18,30,0.0,DISCOVERY,CONTINUATION,2024-09-17T13:45:00+00:00,2024-09-17T14:00:00+00:00,2024-09-17T14:00:00+00:00,2.25,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2024-10-08T14:00:00+00:00,PYPL
OPT-LONG-f1ee343068624fb5,PYPL-PR-0003,O:PYPL241018P00072500,PUT,72.5,2024-10-18,30,0.0,DISCOVERY,CONTINUATION,2024-09-17T13:45:00+00:00,2024-09-17T14:00:00+00:00,2024-09-17T14:00:00+00:00,2.81,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2024-10-08T14:00:00+00:00,PYPL
OPT-LONG-923223711d72e893,PYPL-PR-0004,O:PYPL241025C00080000,CALL,80.0,2024-10-25,14,0.0,DISCOVERY,ENTRY_FORMING,2024-10-11T19:30:00+00:00,2024-10-11T19:45:00+00:00,2024-10-11T19:45:00+00:00,2.02,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2024-10-25T23:59:59.999999+00:00,PYPL
OPT-LONG-59267b336db0a5f0,PYPL-PR-0004,O:PYPL241025P00080000,PUT,80.0,2024-10-25,14,0.0,DISCOVERY,ENTRY_FORMING,2024-10-11T19:30:00+00:00,2024-10-11T19:45:00+00:00,2024-10-11T19:45:00+00:00,1.46,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2024-10-25T23:59:59.999999+00:00,PYPL
OPT-LONG-f243a27f1bad6c7a,PYPL-PR-0005,O:PYPL241101C00080000,CALL,80.0,2024-11-01,14,0.0,DISCOVERY,CONTINUATION,2024-10-16T13:30:00+00:00,2024-10-16T13:45:00+00:00,2024-10-16T13:45:00+00:00,3.62,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2024-11-01T23:59:59.999999+00:00,PYPL
OPT-LONG-8fbaec75923fffee,PYPL-PR-0005,O:PYPL241115C00080000,CALL,80.0,2024-11-15,30,0.0,DISCOVERY,CONTINUATION,2024-10-16T13:30:00+00:00,2024-10-16T13:45:00+00:00,2024-10-16T13:45:00+00:00,4.27,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2024-11-06T13:45:00+00:00,PYPL
OPT-LONG-ee051c62f4973611,PYPL-PR-0005,O:PYPL241115P00080000,PUT,80.0,2024-11-15,30,0.0,DISCOVERY,CONTINUATION,2024-10-16T13:30:00+00:00,2024-10-16T13:45:00+00:00,2024-10-16T13:45:00+00:00,4.3,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2024-11-06T13:45:00+00:00,PYPL
OPT-LONG-de6c3a98aef50cb6,PYPL-PR-0006,O:PYPL241108C00081000,CALL,81.0,2024-11-08,14,0.0,DISCOVERY,CONTINUATION,2024-10-24T15:45:00+00:00,2024-10-24T16:00:00+00:00,2024-10-24T16:00:00+00:00,4.15,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2024-11-08T23:59:59.999999+00:00,PYPL
OPT-LONG-d76253928ea24657,PYPL-PR-0007,O:PYPL241206C00085000,CALL,85.0,2024-12-06,14,0.0,DISCOVERY,ENTRY_FORMING,2024-11-20T20:30:00+00:00,2024-11-20T20:45:00+00:00,2024-11-20T20:45:00+00:00,2.08,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2024-12-06T23:59:59.999999+00:00,PYPL
OPT-LONG-fcbd5aeb0c79aee3,PYPL-PR-0007,O:PYPL241220C00085000,CALL,85.0,2024-12-20,30,0.0,DISCOVERY,ENTRY_FORMING,2024-11-20T20:30:00+00:00,2024-11-20T20:45:00+00:00,2024-11-20T20:45:00+00:00,3.0,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2024-12-11T20:45:00+00:00,PYPL
OPT-LONG-036651b9081000c5,PYPL-PR-0008,O:PYPL241206C00086000,CALL,86.0,2024-12-06,14,0.0,DISCOVERY,CONTINUATION,2024-11-22T14:30:00+00:00,2024-11-22T14:45:00+00:00,2024-11-22T14:45:00+00:00,1.93,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2024-12-06T23:59:59.999999+00:00,PYPL
OPT-LONG-a1293d424311170c,PYPL-PR-0008,O:PYPL241220C00086000,CALL,86.0,2024-12-20,30,0.0,DISCOVERY,CONTINUATION,2024-11-22T14:30:00+00:00,2024-11-22T14:45:00+00:00,2024-11-22T14:45:00+00:00,2.94,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2024-12-13T14:45:00+00:00,PYPL
OPT-LONG-362e0261456865ad,PYPL-PR-0009,O:PYPL241227C00091000,CALL,91.0,2024-12-27,14,0.0,DISCOVERY,CONTINUATION,2024-12-11T20:30:00+00:00,2024-12-11T20:45:00+00:00,2024-12-11T20:45:00+00:00,2.22,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2024-12-27T23:59:59.999999+00:00,PYPL
OPT-LONG-41539f2eca274426,PYPL-PR-0010,O:PYPL250117C00087500,CALL,87.5,2025-01-17,14,0.0,DISCOVERY,ENTRY_FORMING,2025-01-03T20:30:00+00:00,2025-01-03T20:45:00+00:00,2025-01-03T20:45:00+00:00,1.93,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-01-17T23:59:59.999999+00:00,PYPL
OPT-LONG-281f91828b9a95bc,PYPL-PR-0010,O:PYPL250117P00087500,PUT,87.5,2025-01-17,14,0.0,DISCOVERY,ENTRY_FORMING,2025-01-03T20:30:00+00:00,2025-01-03T20:45:00+00:00,2025-01-03T20:45:00+00:00,1.77,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-01-17T23:59:59.999999+00:00,PYPL
OPT-LONG-45237bc396130bd1,PYPL-PR-0011,O:PYPL250228C00090000,CALL,90.0,2025-02-28,30,0.0,DISCOVERY,CONTINUATION,2025-01-30T15:45:00+00:00,2025-01-30T16:00:00+00:00,2025-01-30T16:00:00+00:00,4.85,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-02-20T16:00:00+00:00,PYPL
OPT-LONG-dd711d8a355f769e,PYPL-PR-0012,O:PYPL250214C00089000,CALL,89.0,2025-02-14,14,0.0,DISCOVERY,ENTRY_FORMING,2025-02-03T20:30:00+00:00,2025-02-03T20:45:00+00:00,2025-02-03T20:45:00+00:00,4.0,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-02-14T23:59:59.999999+00:00,PYPL
OPT-LONG-6085c34b96666494,PYPL-PR-0012,O:PYPL250214P00089000,PUT,89.0,2025-02-14,14,0.0,DISCOVERY,ENTRY_FORMING,2025-02-03T20:30:00+00:00,2025-02-03T20:45:00+00:00,2025-02-03T20:45:00+00:00,3.61,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-02-14T23:59:59.999999+00:00,PYPL
OPT-LONG-5a3fef907972db9e,PYPL-PR-0013,O:PYPL250404C00069000,CALL,69.0,2025-04-04,30,0.0,DISCOVERY,ENTRY_FORMING,2025-03-05T18:00:00+00:00,2025-03-05T18:15:00+00:00,2025-03-05T18:15:00+00:00,2.88,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-03-26T18:15:00+00:00,PYPL
OPT-LONG-21c12103a60e7efb,PYPL-PR-0014,O:PYPL250404C00071000,CALL,71.0,2025-04-04,14,0.0,DISCOVERY,CONTINUATION,2025-03-20T14:00:00+00:00,2025-03-20T14:15:00+00:00,2025-03-20T14:15:00+00:00,1.65,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-04-04T23:59:59.999999+00:00,PYPL
OPT-LONG-4fa50d738bfd68d4,PYPL-PR-0014,O:PYPL250417C00070000,CALL,70.0,2025-04-17,30,0.0,DISCOVERY,CONTINUATION,2025-03-20T14:00:00+00:00,2025-03-20T14:15:00+00:00,2025-03-20T14:15:00+00:00,2.91,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-04-10T14:15:00+00:00,PYPL
OPT-LONG-a836d83bc3ebcfec,PYPL-PR-0014,O:PYPL250417P00070000,PUT,70.0,2025-04-17,30,0.0,DISCOVERY,CONTINUATION,2025-03-20T14:00:00+00:00,2025-03-20T14:15:00+00:00,2025-03-20T14:15:00+00:00,2.0,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-04-10T14:15:00+00:00,PYPL
OPT-LONG-0905900fad1ab491,PYPL-PR-0015,O:PYPL250417C00065000,CALL,65.0,2025-04-17,14,0.0,DISCOVERY,ENTRY_FORMING,2025-04-01T13:30:00+00:00,2025-04-01T13:45:00+00:00,2025-04-01T13:45:00+00:00,2.42,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-04-17T23:59:59.999999+00:00,PYPL
OPT-LONG-3d2265a087e2dfef,PYPL-PR-0015,O:PYPL250417P00065000,PUT,65.0,2025-04-17,14,0.0,DISCOVERY,ENTRY_FORMING,2025-04-01T13:30:00+00:00,2025-04-01T13:45:00+00:00,2025-04-01T13:45:00+00:00,1.51,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-04-17T23:59:59.999999+00:00,PYPL
OPT-LONG-53ac5971e4791b64,PYPL-PR-0015,O:PYPL250502P00065000,PUT,65.0,2025-05-02,30,0.0,DISCOVERY,ENTRY_FORMING,2025-04-01T13:30:00+00:00,2025-04-01T13:45:00+00:00,2025-04-01T13:45:00+00:00,3.1,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-04-22T13:45:00+00:00,PYPL
OPT-LONG-9cb2c5d6b65bb0fc,PYPL-PR-0017,O:PYPL250509C00065000,CALL,65.0,2025-05-09,14,0.0,DISCOVERY,CONTINUATION,2025-04-28T19:00:00+00:00,2025-04-28T19:15:00+00:00,2025-04-28T19:15:00+00:00,2.82,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-05-09T23:59:59.999999+00:00,PYPL
OPT-LONG-260151512736d17a,PYPL-PR-0017,O:PYPL250509P00065000,PUT,65.0,2025-05-09,14,0.0,DISCOVERY,CONTINUATION,2025-04-28T19:00:00+00:00,2025-04-28T19:15:00+00:00,2025-04-28T19:15:00+00:00,3.05,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-05-09T23:59:59.999999+00:00,PYPL
OPT-LONG-d56783752293da48,PYPL-PR-0017,O:PYPL250530C00065000,CALL,65.0,2025-05-30,30,0.0,DISCOVERY,CONTINUATION,2025-04-28T19:00:00+00:00,2025-04-28T19:15:00+00:00,2025-04-28T19:15:00+00:00,3.75,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-05-19T19:15:00+00:00,PYPL
OPT-LONG-6b1efbf954dda49d,PYPL-PR-0018,O:PYPL250620C00073000,CALL,73.0,2025-06-20,30,0.0,DISCOVERY,CONTINUATION,2025-05-21T13:45:00+00:00,2025-05-21T14:00:00+00:00,2025-05-21T14:00:00+00:00,2.46,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-06-11T14:00:00+00:00,PYPL
OPT-LONG-2a8f16438c01c09a,PYPL-PR-0019,O:PYPL250627C00075000,CALL,75.0,2025-06-27,14,0.0,DISCOVERY,ENTRY_FORMING,2025-06-12T18:30:00+00:00,2025-06-12T18:45:00+00:00,2025-06-12T18:45:00+00:00,1.61,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-06-27T23:59:59.999999+00:00,PYPL
OPT-LONG-a35958406530fcf4,PYPL-PR-0020,O:PYPL250725C00075000,CALL,75.0,2025-07-25,14,0.0,DISCOVERY,ENTRY_FORMING,2025-07-10T14:15:00+00:00,2025-07-10T14:30:00+00:00,2025-07-10T14:30:00+00:00,2.0,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-07-25T23:59:59.999999+00:00,PYPL
OPT-LONG-6bf757f7f94403ca,PYPL-PR-0021,O:PYPL250815C00075000,CALL,75.0,2025-08-15,30,0.0,DISCOVERY,CONTINUATION,2025-07-17T19:30:00+00:00,2025-07-17T19:45:00+00:00,2025-07-17T19:45:00+00:00,3.2,EXACT_NEXT_BAR_OPEN,SIMULATED_LONG_PREMIUM_NO_COST_MODEL,2025-08-07T19:45:00+00:00,PYPL
